redmi a2	https://m.media-amazon.com/images/I/91RPpvrgmsL._AC_UY218_.jpg	4	64	9999	https://www.amazon.in/Mi-A2-Red-64GB-Storage/dp/B077PWJ8RX/ref=sr_1_53?qid=1567245806&s=electronics&sr=1-53	1	amazon
vivo v15	https://m.media-amazon.com/images/I/61KO32t9hcL._AC_UY218_.jpg	6	64	19990	https://www.amazon.in/Vivo-Aqua-Blue-Storage-Offer/dp/B07KX1KY5S/ref=sr_1_54?qid=1567245806&s=electronics&sr=1-54	1	amazon
oppo f11 pro	https://m.media-amazon.com/images/I/51xHk2HlelL._AC_UY218_.jpg	6	128	21990	https://www.amazon.in/Thunder-Storage-Additional-Exchange-Offers/dp/B07PSHLRJ9/ref=sr_1_55?qid=1567245806&s=electronics&sr=1-55	1	amazon
redmi y3	https://m.media-amazon.com/images/I/71L9IZiJB9L._AC_UY218_.jpg	4	64	11999	https://www.amazon.in/Redmi-Y3-Elegant-Blue-Storage/dp/B07QMSBHH7/ref=sr_1_56?qid=1567245806&s=electronics&sr=1-56	1	amazon
redmi 6 pro	https://m.media-amazon.com/images/I/71ha0V0c8kL._AC_UY218_.jpg	4	64	8999	https://www.amazon.in/Xiaomi-Redmi-Pro-Rose-Storage/dp/B07QSK5G28/ref=sr_1_57?qid=1567245806&s=electronics&sr=1-57	1	amazon
redmi y2	https://m.media-amazon.com/images/I/719shd+aqrL._AC_UY218_.jpg	4	64	8499	https://www.amazon.in/Redmi-Black-4GB-64GB-Storage/dp/B077Q195J7/ref=sr_1_58?qid=1567245806&s=electronics&sr=1-58	1	amazon
note 7 pro	https://m.media-amazon.com/images/I/81kra24lW5L._AC_UY218_.jpg	6	64	15420	https://www.amazon.in/Note-Pro-Neptune-Blue-64GB/dp/B07W31CP3K/ref=sr_1_59?qid=1567245806&s=electronics&sr=1-59	1	amazon
coolpad cool 3 plus	https://m.media-amazon.com/images/I/61zf7aNEdEL._AC_UY218_.jpg	3	32	6499	https://www.amazon.in/Coolpad-Cool-Plus-Ocean-Storage/dp/B07TGXCTDX/ref=sr_1_60?qid=1567245806&s=electronics&sr=1-60	1	amazon
realme 3	https://m.media-amazon.com/images/I/61up2yrL2VL._AC_UY218_.jpg	4	64	11850	https://www.amazon.in/Realme-Radiant-Blue-64GB-Storage/dp/B07RW3TJH2/ref=sr_1_63?qid=1567245806&s=electronics&sr=1-63	1	amazon
oppo f11	https://m.media-amazon.com/images/I/71qP+fMtbDL._AC_UY218_.jpg	6	128	17990	https://www.amazon.in/Fluorite-Purple-Storage-Additional-Exchange/dp/B07PTLD8P9/ref=sr_1_64?qid=1567245806&s=electronics&sr=1-64	1	amazon
oppo k3	https://m.media-amazon.com/images/I/71ZzqHNrwCL._AC_UY218_.jpg	8	128	19990	https://www.amazon.in/Test-Exclusive-676/dp/B07HGLBZ9J/ref=sr_1_66?qid=1567245806&s=electronics&sr=1-66	1	amazon
redmi note 7s	https://m.media-amazon.com/images/I/91k6WOeSlJL._AC_UY218_.jpg	3	32	10271	https://www.amazon.in/Mi-Redmi-Note-Sapphire-Blue/dp/B07SGKM1YQ/ref=sr_1_67?qid=1567245806&s=electronics&sr=1-67	1	amazon
motorola g7 power	https://m.media-amazon.com/images/I/41OAP+NOAtL._AC_UY218_.jpg	4	64	10823	https://www.amazon.in/Motorola-Power-Black-64GB-Storage/dp/B07NQGV37P/ref=sr_1_68?qid=1567245806&s=electronics&sr=1-68	1	amazon
honor play	https://m.media-amazon.com/images/I/81pIWq7ToYL._AC_UY218_.jpg	6	64	12999	https://www.amazon.in/Honor-Play-Navy-Blue-64GB/dp/B078BNWWFZ/ref=sr_1_69?qid=1567245806&s=electronics&smid=A14CZOWI0VEHLG&sr=1-69	1	amazon
oppo reno	https://m.media-amazon.com/images/I/81oWxSVOvYL._AC_UY218_.jpg	8	256	29990	https://www.amazon.in/Reno-2Z-Luminous-Additional-Exchange/dp/B07SDP1XFY/ref=sr_1_70?qid=1567245806&s=electronics&sr=1-70	1	amazon
vivo v15 pro	https://m.media-amazon.com/images/I/61ovWQUYp7L._AC_UY218_.jpg	6	128	23990	https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/dp/B07KXC1YGG/ref=sr_1_71?qid=1567245806&s=electronics&sr=1-71	1	amazon
honor 10 lite	https://m.media-amazon.com/images/I/81J7MorlW+L._AC_UY218_.jpg	3	32	8999	https://www.amazon.in/Honor-Lite-Sapphire-Blue-Storage/dp/B07QWLD8JB/ref=sr_1_72?qid=1567245806&s=electronics&sr=1-72	1	amazon
poco f1 redmi	https://m.media-amazon.com/images/I/51SXBFFu9wL._AC_UY218_.jpg	6	128	18999	https://www.amazon.in/Poco-Xiaomi-Steel-128GB-Storage/dp/B07GXX2MDQ/ref=sr_1_73?qid=1567245809&s=electronics&sr=1-73	1	amazon
vivo y15	https://m.media-amazon.com/images/I/61d5kbgcBxL._AC_UY218_.jpg	4	64	12990	https://www.amazon.in/Vivo-Aqua-Storage-Additional-Exchange/dp/B07S6BGL1K/ref=sr_1_74?qid=1567245809&s=electronics&smid=A14CZOWI0VEHLG&sr=1-74	1	amazon
samsung galaxy a50	https://m.media-amazon.com/images/I/819OPU84B+L._AC_UY218_.jpg	4	64	18490	https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07KX1L519/ref=sr_1_75?qid=1567245809&s=electronics&sr=1-75	1	amazon
honor 8c	https://m.media-amazon.com/images/I/71C3QNGUb4L._AC_UY218_.jpg	4	32	8999	https://www.amazon.in/Honor-Blue-4GB-RAM-32GB/dp/B078BN2H34/ref=sr_1_77?qid=1567245809&s=electronics&sr=1-77	1	amazon
samsung galaxy a50	https://m.media-amazon.com/images/I/81J2Udk-2NL._AC_UY218_.jpg	6	64	21490	https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07KXC3VHW/ref=sr_1_78?qid=1567245809&s=electronics&sr=1-78	1	amazon
redmi 6 pro	https://m.media-amazon.com/images/I/81xl7IHBw-L._AC_UY218_.jpg	3	32	8999	https://www.amazon.in/Redmi-Pro-Black-32GB-Storage/dp/B07DJL15QT/ref=sr_1_79?qid=1567245809&s=electronics&sr=1-79	1	amazon
honor 8x	https://m.media-amazon.com/images/I/81mOomqZqLL._AC_UY218_.jpg	4	64	13999	https://www.amazon.in/Honor-Blue-4GB-64GB-Storage/dp/B07DJCVWDT/ref=sr_1_81?qid=1567245809&s=electronics&smid=A14CZOWI0VEHLG&sr=1-81	1	amazon
lenovo a5	https://m.media-amazon.com/images/I/41a1kSC3leL._AC_UY218_.jpg	3	32	5870	https://www.amazon.in/Lenovo-A5-Black-32-RAM/dp/B07PG9HTB1/ref=sr_1_85?qid=1567245809&s=electronics&sr=1-85	1	amazon
oppo a5s	https://m.media-amazon.com/images/I/91FvWRrG9ML._AC_UY218_.jpg	4	64	11990	https://www.amazon.in/Green-Storage-Additional-Exchange-Offers/dp/B07PRBKRNJ/ref=sr_1_90?qid=1567245809&s=electronics&sr=1-90	1	amazon
vivo y91	https://m.media-amazon.com/images/I/61xLVj3Fh-L._AC_UY218_.jpg	3	32	9990	https://www.amazon.in/Vivo-Nebula-Storage-Additional-Exchange/dp/B07PQ7FSHW/ref=sr_1_91?qid=1567245809&s=electronics&sr=1-91	1	amazon
redmi note 7s	https://m.media-amazon.com/images/I/91k6WOeSlJL._AC_UY218_.jpg	4	64	12338	https://www.amazon.in/Mi-Redmi-Note-7S-Sapphire/dp/B07S7DMG1R/ref=sr_1_92?qid=1567245809&s=electronics&sr=1-92	1	amazon
redmi note 6 pro	https://m.media-amazon.com/images/I/51u+zCJZKQL._AC_UY218_.jpg	6	64	12999	https://www.amazon.in/Redmi-Note-Pro-Black-Storage/dp/B07M5XR1PJ/ref=sr_1_93?qid=1567245809&s=electronics&sr=1-93	1	amazon
realme 3 pro	https://m.media-amazon.com/images/I/71awFg9gYfL._AC_UY218_.jpg	6	128	17679	https://www.amazon.in/Realme-Nitro-Blue-128GB-Storage/dp/B07R5W54M2/ref=sr_1_94?qid=1567245809&s=electronics&sr=1-94	1	amazon
oppo f9 pro	https://m.media-amazon.com/images/I/71hacv5qUqL._AC_UY218_.jpg	6	64	17990	https://www.amazon.in/OPPO-Starry-Purple-Storage-Offers/dp/B07HDC419C/ref=sr_1_95?qid=1567245809&s=electronics&sr=1-95	1	amazon
honor 20i	https://m.media-amazon.com/images/I/71qHYKz80GL._AC_UY218_.jpg	4	128	12999	https://www.amazon.in/Honor-Phantom-Blue-128GB-Storage/dp/B07VDRGCHN/ref=sr_1_97?qid=1567245812&s=electronics&sr=1-97	1	amazon
redmi note 5 pro	https://m.media-amazon.com/images/I/41hZTUzp0uL._AC_UY218_.jpg	4	64	10990	https://www.amazon.in/Redmi-Note-Pro-64GB-Gold/dp/B07CNLVQH6/ref=sr_1_99?qid=1567245812&s=electronics&sr=1-99	1	amazon
realme u1	https://m.media-amazon.com/images/I/713kEBUCw-L._AC_UY218_.jpg	4	64	10999	https://www.amazon.in/Realme-Brave-Blue-64GB-Storage/dp/B07HGJ4VVN/ref=sr_1_100?qid=1567245812&s=electronics&sr=1-100	1	amazon
samsung galaxy a10	https://m.media-amazon.com/images/I/71qJXXHQWXL._AC_UY218_.jpg	2	32	7990	https://www.amazon.in/Samsung-Galaxy-Additional-Exchange-Offers/dp/B07KWX9GNV/ref=sr_1_101?qid=1567245812&s=electronics&sr=1-101	1	amazon
honor play	https://m.media-amazon.com/images/I/81pIWq7ToYL._AC_UY218_.jpg	4	64	11999	https://www.amazon.in/Honor-Play-Navy-Blue-Storage/dp/B077Q42DTC/ref=sr_1_102?qid=1567245812&s=electronics&smid=A14CZOWI0VEHLG&sr=1-102	1	amazon
samsung galaxy a30	https://m.media-amazon.com/images/I/81EcudA5T0L._AC_UY218_.jpg	4	64	15490	https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07KWX9GNH/ref=sr_1_104?qid=1567245812&s=electronics&sr=1-104	1	amazon
vivo y12	https://m.media-amazon.com/images/I/518UXwfiTsL._AC_UY218_.jpg	3	64	11990	https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/dp/B07PSHDTHB/ref=sr_1_105?qid=1567245812&s=electronics&sr=1-105	1	amazon
vivo y91i	https://m.media-amazon.com/images/I/51FnmxwFHDL._AC_UY218_.jpg	2	32	7990	https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/dp/B07KXCKPZZ/ref=sr_1_107?qid=1567245812&s=electronics&sr=1-107	1	amazon
vivo y17	https://m.media-amazon.com/images/I/716BDAzG5tL._AC_UY218_.jpg	4	128	14990	https://www.amazon.in/Vivo-Mineral-128GB-Storage-Offer/dp/B07KXC5H3N/ref=sr_1_109?qid=1567245812&s=electronics&smid=A14CZOWI0VEHLG&sr=1-109	1	amazon
lg w30	https://m.media-amazon.com/images/I/61-YaEYC4YL._AC_UY218_.jpg	3	32	8999	https://www.amazon.in/Test-Exclusive-650/dp/B07HGLB1VF/ref=sr_1_111?qid=1567245812&s=electronics&sr=1-111	1	amazon
nokia 2.1	https://m.media-amazon.com/images/I/51v6kseiSlL._AC_UY218_.jpg	1	8	4999	https://www.amazon.in/Nokia-2-1-Blue-Silver/dp/B07HD43HJL/ref=sr_1_115?qid=1567245812&s=electronics&sr=1-115	1	amazon
samsung galaxy	https://m.media-amazon.com/images/I/71ixEbKAu1L._AC_UY218_.jpg	6	64	16789	https://www.amazon.in/Samsung-Galaxy-Black-Storage-Offers/dp/B0756ZBZ5P/ref=sr_1_116?qid=1567245812&s=electronics&sr=1-116	1	amazon
vivo y90	https://m.media-amazon.com/images/I/61Tz5ru+GNL._AC_UY218_.jpg	2	16	6990	https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/dp/B07PTLCBLH/ref=sr_1_120?qid=1567245812&s=electronics&sr=1-120	1	amazon
redmi a2	https://m.media-amazon.com/images/I/91RPpvrgmsL._AC_UY218_.jpg	6	128	12999	https://www.amazon.in/Mi-A2-Red-128GB-Storage/dp/B07DJD1CBT/ref=sr_1_123?qid=1567245815&s=electronics&sr=1-123	1	amazon
redmi note 5 pro	https://m.media-amazon.com/images/I/41hZTUzp0uL._AC_UY218_.jpg	6	64	12000	https://www.amazon.in/Xiaomi-Redmi-Note-Pro-Storage/dp/B07BJZJWBK/ref=sr_1_124?qid=1567245815&s=electronics&sr=1-124	1	amazon
moto g6 plus	https://m.media-amazon.com/images/I/61vtCu41MgL._AC_UY218_.jpg	6	64	11999	https://www.amazon.in/Moto-G6-Plus-Indigo-Black/dp/B077Q44DKF/ref=sr_1_125?qid=1567245815&s=electronics&sr=1-125	1	amazon
redmi 5	https://m.media-amazon.com/images/I/81ZrPnly9cL._AC_UY218_.jpg	4	64	8604	https://www.amazon.in/Redmi-Blue-4GB-64GB-Storage/dp/B077PW9V44/ref=sr_1_129?qid=1567245815&s=electronics&sr=1-129	1	amazon
moto g6	https://m.media-amazon.com/images/I/81uvS+U0TcL._AC_UY218_.jpg	4	64	9749	https://www.amazon.in/Moto-Indigo-Black-64GB-Storage/dp/B077Q42J3F/ref=sr_1_130?qid=1567245815&s=electronics&sr=1-130	1	amazon
samsung on7 pro	https://m.media-amazon.com/images/I/81mKtZOvUmL._AC_UY218_.jpg	2	16	8249	https://www.amazon.in/Samsung-On7-Gold-16GB-Storage/dp/B01DDP7D6W/ref=sr_1_135?qid=1567245815&s=electronics&sr=1-135	1	amazon
oppo a5s	https://m.media-amazon.com/images/I/71ZU4VsevqL._AC_UY218_.jpg	3	32	9990	https://www.amazon.in/Black-Storage-Additional-Exchange-Offers/dp/B07PP2K69Z/ref=sr_1_137?qid=1567245815&s=electronics&sr=1-137	1	amazon
samsung galaxy a2 core	https://m.media-amazon.com/images/I/71z5NTng2GL._AC_UY218_.jpg	1	16	5290	https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07PSHDTFN/ref=sr_1_140?qid=1567245815&s=electronics&sr=1-140	1	amazon
moto e5 plus	https://m.media-amazon.com/images/I/81itIGQ7muL._AC_UY218_.jpg	3	32	8630	https://www.amazon.in/Moto-Plus-Indigo-Black-battery/dp/B077PWK5BT/ref=sr_1_144?qid=1567245815&s=electronics&sr=1-144	1	amazon
samsung galaxy a20	https://m.media-amazon.com/images/I/91M-OMdg1mL._AC_UY218_.jpg	3	32	11490	https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07PTKSK9G/ref=sr_1_145?qid=1567245818&s=electronics&sr=1-145	1	amazon
honor 7c	https://m.media-amazon.com/images/I/718HxXnKFgL._AC_UY218_.jpg	4	64	7999	https://www.amazon.in/Honor-Gold-5-99-FullView-Display/dp/B0784D862R/ref=sr_1_146?qid=1567245818&s=electronics&sr=1-146	1	amazon
oppo reno	https://m.media-amazon.com/images/I/81u4Eg0czZL._AC_UY218_.jpg	8	128	32990	https://www.amazon.in/Ocean-Storage-Additional-Exchange-Offers/dp/B07PTKTDJ2/ref=sr_1_147?qid=1567245818&s=electronics&sr=1-147	1	amazon
redmi y2	https://m.media-amazon.com/images/I/719shd+aqrL._AC_UY218_.jpg	3	32	8470	https://www.amazon.in/Redmi-Black-3GB-32GB-Storage/dp/B077Q7F7Z3/ref=sr_1_152?qid=1567245818&s=electronics&sr=1-152	1	amazon
redmi note 7 pro	https://m.media-amazon.com/images/I/81kra24lW5L._AC_UY218_.jpg	4	64	14634	https://www.amazon.in/Xiaomi-Redmi-Note-Pro-Neptune/dp/B07PFSZ721/ref=sr_1_157?qid=1567245818&s=electronics&sr=1-157	1	amazon
note 7 pro	https://m.media-amazon.com/images/I/81WcjrSQGBL._AC_UY218_.jpg	4	64	14699	https://www.amazon.in/Note-Pro-Space-Black-64GB/dp/B07VWXLRRH/ref=sr_1_158?qid=1567245818&s=electronics&sr=1-158	1	amazon
redmi go	https://m.media-amazon.com/images/I/41bCpi+YYWL._AC_UY218_.jpg	1	16	5050	https://www.amazon.in/Redmi-Go-Black-16-RAM/dp/B07SRZSQYV/ref=sr_1_159?qid=1567245818&s=electronics&sr=1-159	1	amazon
motorola g5s plus	https://m.media-amazon.com/images/I/71N5hSP49AL._AC_UY218_.jpg	4	64	12999	https://www.amazon.in/Moto-Plus-Lunar-Grey-64GB/dp/B071HWTHPH/ref=sr_1_161?qid=1567245818&s=electronics&sr=1-161	1	amazon
oppo f11	https://m.media-amazon.com/images/I/71MO0jRC9TL._AC_UY218_.jpg	4	128	16990	https://www.amazon.in/Marble-Storage-Additional-Exchange-Offers/dp/B07PRBKG11/ref=sr_1_162?qid=1567245818&s=electronics&sr=1-162	1	amazon
nokia	https://m.media-amazon.com/images/I/61cWoqY8uwL._AC_UY218_.jpg	4	64	12500	https://www.amazon.in/Nokia-7-1_BL-Blue-64GB-Storage/dp/B07L8DZP8P/ref=sr_1_170?qid=1567245821&s=electronics&sr=1-170	1	amazon
vivo v15 pro	https://m.media-amazon.com/images/I/61ovWQUYp7L._AC_UY218_.jpg	8	128	26990	https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/dp/B07RCV9YKM/ref=sr_1_171?qid=1567245821&s=electronics&sr=1-171	1	amazon
samsung galaxy a70	https://m.media-amazon.com/images/I/81F2OEF3erL._AC_UY218_.jpg	6	128	28990	https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07PTKTDF6/ref=sr_1_172?qid=1567245821&s=electronics&sr=1-172	1	amazon
nokia 6.1	https://m.media-amazon.com/images/I/81BosCxOwxL._AC_UY218_.jpg	4	64	9684	https://www.amazon.in/Nokia-6-1-Blue-Gold-64GB-Storage/dp/B077PWJP92/ref=sr_1_175?qid=1567245821&s=electronics&sr=1-175	1	amazon
nokia 8.1	https://m.media-amazon.com/images/I/61sDH4MeM1L._AC_UY218_.jpg	4	64	16273	https://www.amazon.in/Test-Exclusive-521/dp/B077Q42J32/ref=sr_1_176?qid=1567245821&s=electronics&sr=1-176	1	amazon
honor	https://m.media-amazon.com/images/I/71gwqF0U+QL._AC_UY218_.jpg	6	128	24999	https://www.amazon.in/Test-Exclusive-737/dp/B07DJHWYZY/ref=sr_1_178?qid=1567245821&s=electronics&sr=1-178	1	amazon
honor 9n	https://m.media-amazon.com/images/I/81erzw8RxDL._AC_UY218_.jpg	4	128	10999	https://www.amazon.in/Honor-Sapphire-Blue-RAM-128/dp/B07GDGGN5N/ref=sr_1_179?qid=1567245821&s=electronics&sr=1-179	1	amazon
honor 9n	https://m.media-amazon.com/images/I/71tmbB1Z-CL._AC_UY218_.jpg	4	64	9999	https://www.amazon.in/Honor-Black-4GB-64GB-Storage/dp/B07N6MJWDX/ref=sr_1_181?qid=1567245821&s=electronics&sr=1-181	1	amazon
honor 8x	https://m.media-amazon.com/images/I/81mOomqZqLL._AC_UY218_.jpg	6	64	15999	https://www.amazon.in/Honor-Navy-Blue-64GB-Storage/dp/B07DJHV73D/ref=sr_1_183?qid=1567245821&s=electronics&smid=A14CZOWI0VEHLG&sr=1-183	1	amazon
blackberry evolve	https://m.media-amazon.com/images/I/41jXS4LJuML._AC_UY218_.jpg	4	64	13990	https://www.amazon.in/BlackBerry-Evolve-Black/dp/B07DJHY7YM/ref=sr_1_184?qid=1567245821&s=electronics&sr=1-184	1	amazon
realme 3	https://m.media-amazon.com/images/I/61up2yrL2VL._AC_UY218_.jpg	3	64	10732	https://www.amazon.in/Realme-Radiant-Blue-64GB-Storage/dp/B07R993MWY/ref=sr_1_187?qid=1567245821&s=electronics&sr=1-187	1	amazon
lenovo k9	https://m.media-amazon.com/images/I/31gEP-9sNhL._AC_UY218_.jpg	3	32	6657	https://www.amazon.in/Lenovo-K9-Black-32-RAM/dp/B07LBNYTBM/ref=sr_1_189?qid=1567245821&s=electronics&sr=1-189	1	amazon
huawei p30 pro	https://m.media-amazon.com/images/I/51bIGWynl4L._AC_UY218_.jpg	8	256	63990	https://www.amazon.in/Huawei-Breathing-Crystal-256GB-Storage/dp/B07PPVCBZS/ref=sr_1_192?qid=1567245821&s=electronics&smid=A14CZOWI0VEHLG&sr=1-192	1	amazon
coolpad cool 3 plus	https://m.media-amazon.com/images/I/61zf7aNEdEL._AC_UY218_.jpg	2	16	5999	https://www.amazon.in/Coolpad-Cool-Plus-Ocean-Storage/dp/B07TCQ87DZ/ref=sr_1_195?qid=1567245824&s=electronics&sr=1-195	1	amazon
huawei y9 2019	https://m.media-amazon.com/images/I/5164uq3MCVL._AC_UY218_.jpg	4	64	12990	https://www.amazon.in/Huawei-2019-Black-64GB-Storage/dp/B07HGJKDRY/ref=sr_1_197?qid=1567245824&s=electronics&sr=1-197	1	amazon
realme x	https://m.media-amazon.com/images/I/11SuavWyagL._AC_UY218_.jpg	4	128	17888	https://www.amazon.in/Realme-Space-Blue-128-4GB/dp/B07W184FS2/ref=sr_1_198?qid=1567245824&s=electronics&sr=1-198	1	amazon
redmi 6	https://m.media-amazon.com/images/I/31EYMILfjvL._AC_UY218_.jpg	3	64	8199	https://www.amazon.in/Redmi-Gold-3GB-64GB-Storage/dp/B07R7GR49F/ref=sr_1_199?qid=1567245824&s=electronics&sr=1-199	1	amazon
panasonic p85 nxt	https://m.media-amazon.com/images/I/71TrDwir68L._AC_UY218_.jpg	2	16	4999	https://www.amazon.in/Panasonic-P85-NXT-Blue-Storage/dp/B07LCV2QQZ/ref=sr_1_203?qid=1567245824&s=electronics&sr=1-203	1	amazon
lg w10	https://m.media-amazon.com/images/I/71DVvpefuJL._AC_UY218_.jpg	3	32	7999	https://www.amazon.in/LG-Tulip-Purple-32GB-Storage/dp/B07S8H8BWQ/ref=sr_1_204?qid=1567245824&s=electronics&sr=1-204	1	amazon
oppo f11 pro	https://m.media-amazon.com/images/I/51xHk2HlelL._AC_UY218_.jpg	6	64	20990	https://www.amazon.in/Thunder-Storage-Additional-Exchange-Offers/dp/B07KXCK8SD/ref=sr_1_209?qid=1567245824&s=electronics&sr=1-209	1	amazon
motorola moto g7	https://m.media-amazon.com/images/I/311lMMIRiHL._AC_UY218_.jpg	4	64	11980	https://www.amazon.in/Motorola-Moto-Black-64GB-Storage/dp/B07PZZLR4D/ref=sr_1_212?qid=1567245824&s=electronics&sr=1-212	1	amazon
xolo era 4x	https://m.media-amazon.com/images/I/51ZvpgpE8KL._AC_UY218_.jpg	2	16	4799	https://www.amazon.in/XOLO-4X-Black-16GB-Storage/dp/B07MDC4GBN/ref=sr_1_213?qid=1567245824&s=electronics&sr=1-213	1	amazon
samsung galaxy note	https://m.media-amazon.com/images/I/71QIWoR7EZL._AC_UY218_.jpg	12	256	79999	https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B07PSHQ8LY/ref=sr_1_222?qid=1567246532&s=electronics&sr=1-222	1	amazon
realme c2	https://m.media-amazon.com/images/I/41slPFhp2QL._AC_UY218_.jpg	2	16	6849	https://www.amazon.in/Realme-Diamond-Blue-16GB-Storage/dp/B07RDKSK5F/ref=sr_1_223?qid=1567246532&s=electronics&sr=1-223	1	amazon
honor 8x	https://m.media-amazon.com/images/I/81mOomqZqLL._AC_UY218_.jpg	6	128	15999	https://www.amazon.in/Honor-8X-128GB-Navy-Blue/dp/B07DJ8GV1C/ref=sr_1_226?qid=1567246532&s=electronics&sr=1-226	1	amazon
